state,county,inf_rate,mrt_rate,Density_per_square_mile_of_land_area_Population,Perct_Total_age0to17,Perct_Total_age18to64,Perct_Total_age65plus,Perct_Total_age85plus,ICU_Beds
New Mexico,Roosevelt,0.0,0.0,8.1,24.28640026,61.45761084,14.2559889,1.712639385,0
New Mexico,Sandoval,1.34,4.0,35.5,23.24578624,59.01335593,17.74085784,1.666218944,0
New Mexico,Socorro,2.8,0.0,2.7,22.45593068,58.24320287,19.30086645,2.031670152,0
New Mexico,Taos,0.0,0.0,15.0,17.59707629,55.94335313,26.45957058,2.649611695,6
New Mexico,Torrance,0.0,0.0,4.9,20.69142454,58.58508114,20.72349432,1.86646142,0
New Mexico,Valencia,0.0,0.0,71.8,23.42654599,58.91362352,17.65983049,1.6990164280000002,0
New York,Albany,1.66,4.25,581.9,18.35098676,64.69358583,16.95542741,2.529003604,120
New York,Allegany,0.62,0.0,47.6,20.22399311,60.79043722,18.98556967,2.274391557,6
New York,Broome,2.18,0.666666667,284.2,19.29990243,61.63394362,19.06615395,3.082558085,47
New York,Cattaraugus,0.0,0.0,61.4,22.03669964,58.79489849,19.16840187,2.402394586,0
New York,Cayuga,0.0,0.0,115.7,19.64482468,61.23533606,19.11983926,2.618445784,14
New York,Chautauqua,0.0,0.0,127.2,20.31983992,59.58933554,20.09082453,2.94828004,26
New York,Chemung,0.0,0.0,218.1,21.39839058,59.64108529,18.96052413,2.700168538,20
New York,Chenango,0.95,0.0,56.5,20.70010098,58.93007405,20.36982497,2.4339447999999995,7
New York,Clinton,0.49,2.0,79.1,17.95774212,64.985439,17.05681889,2.064564099,21
New York,Columbia,1.18,3.5,99.4,17.28753588,58.92082248,23.79164163,3.134388143,9
New York,Cortland,1.56,0.0,98.9,19.31706501,64.18459737,16.49833762,2.09731719,12
New York,Delaware,1.05,0.0,33.3,16.5113302,59.00464886,24.48402093,2.991443394,0
New York,Dutchess,0.85,2.8,373.9,18.77617306,63.64472045,17.57910649,2.433286349,51
New York,Erie,1.15,3.786666667,881.4,20.23357134,61.82051257,17.94591609,2.625802011,262
New York,Essex,4.0,0.0,21.9,16.25201072,60.30831099,23.43967828,2.9597855230000003,0
New York,Franklin,0.0,0.0,31.7,19.38639572,63.80808462,16.80551965,2.0181735030000003,13
New York,Fulton,1.14,0.0,112.1,20.09665802,60.31236588,19.5909761,2.623574854,8
New York,Genesee,2.67,0.0,121.9,20.34219541,60.9657283,18.6920763,2.663838222,10
New York,Greene,3.9,0.0,76.1,16.45574951,61.41795288,22.12629761,2.594175739,0
New York,Herkimer,1.37,0.0,45.7,20.62814355,58.64667734,20.72517911,2.771982598,0
New York,Jefferson,0.7,0.0,91.6,23.9792403,62.35157264,13.66918706,1.735940226,10
New York,Lewis,0.0,0.0,21.3,22.887284,58.79305781,18.31965818,2.332967822,6
New York,Livingston,1.1,4.0,103.5,17.64277919,64.47403799,17.88318282,2.377149003,0
New York,Madison,0.12,8.0,112.2,19.01687972,62.68380535,18.29931492,2.202132919,6
New York,Monroe,1.14,1.80952381,1132.6,20.7702896,61.98344993,17.24626048,2.467426469,191
New York,Montgomery,0.89,0.0,124.6,22.7439086,58.64725508,18.60883632,2.960266909,8
New York,Nassau,1.05,2.124271845,4704.8,21.4596755,60.77728527,17.76303923,2.835071849,461
New York,Niagara,1.33,3.2,414.4,19.98926024,60.95051632,19.06022344,2.659278725,32
New York,Oneida,1.62,4.0,193.7,21.19245395,60.05174734,18.75579871,2.985490707,51
New York,Onondaga,0.96,2.769230769,600.0,21.22609131,61.74630637,17.02760232,2.518573696,152
New York,Ontario,0.86,4.0,167.6,20.15582902,59.91680623,19.92736474,2.491261924,27
New York,Orange,1.07,1.892857143,459.3,25.43781794,60.54441538,14.01776668,1.741584654,76
New York,Orleans,0.0,0.0,109.6,19.3489609,62.73268985,17.91834926,2.117600709,0
New York,Oswego,0.0,0.0,128.3,21.00883815,62.65076592,16.34039594,1.838877674,8
New York,Otsego,0.0,0.0,62.2,15.98353111,62.83285076,21.18361814,2.865319922,14
New York,Putnam,0.7,2.086956522,432.9,19.80948914,62.82914695,17.36136391,2.002184201,10
New York,Rensselaer,2.59,2.666666667,244.4,19.56259957,63.48390010000001,16.95350033,2.183239046,12
New York,Rockland,0.81,2.666666667,1795.9,28.15886028,56.14946499,15.69167473,2.374000215,39
New York,Saratoga,1.15,0.0,271.1,20.05882787,61.81141191,18.12976021,2.146739485,19
New York,Schenectady,1.36,2.0,756.6,21.45735436,61.42645639,17.11618925,2.814290312,36
New York,Schoharie,2.67,0.0,52.7,17.38109786,60.76148825,21.8574139,2.392513747,0
New York,Schuyler,0.0,0.0,55.9,19.19383653,59.46851273,21.33765074,2.478785172,0
New York,Seneca,0.0,0.0,108.9,19.83673469,60.94752187,19.21574344,2.390670554,0
New York,Steuben,1.47,3.0,71.2,21.40381644,58.91895277,19.67723078,2.562737484,8
New York,Suffolk,1.14,2.389413989,1637.4,21.13432445,62.00272366,16.86295189,2.346172725,281
New York,Sullivan,2.03,0.571428571,80.1,21.19393891,59.94728337,18.85877772,1.853029219,10
New York,Tioga,3.33,0.0,98.6,21.02553542,58.68204283,20.29242175,2.637973641,0
New York,Tompkins,0.3,0.0,214.0,14.59827031,70.90657924,14.49515045,1.7880594980000002,16
New York,Ulster,1.6,0.0,162.3,17.64679533,62.57257879,19.78062587,2.587360512,25
New York,Warren,4.0,20.0,75.8,18.27277678,59.48961332,22.2376099,2.790010114,24
New York,Washington,3.41,0.0,76.1,18.73457849,61.78897658,19.47644492,2.424955472,0
New York,Wayne,0.76,0.0,155.3,21.3159531,59.80635992,18.87768698,2.245070172,8
New York,Westchester,0.91,1.9145907469999999,2204.7,21.90051384,61.04636983,17.05311633,2.8564135210000003,179
New York,Wyoming,0.26,0.0,71.1,18.89734315,63.17076213,17.93189472,1.910939254,5
New York,Yates,0.0,0.0,75.0,21.93148424,57.24809789999999,20.82041786,2.435489715,0
North Carolina,Alamance,0.0,0.0,356.5,22.23977986,60.86063111,16.89958903,2.211060107,20
North Carolina,Alexander,0.0,0.0,143.1,20.15634621,59.79439402,20.04925976,1.967713437,0
North Carolina,Alleghany,0.0,0.0,47.5,17.417794100000002,55.49681928,27.08538661,3.144879491,0
North Carolina,Anson,0.0,0.0,50.7,19.6768099,61.85633316,18.46685694,2.05812598,0
North Carolina,Ashe,0.0,0.0,64.0,17.643587,56.65646095,25.69995205,2.71496551,0
North Carolina,Beaufort,0.0,0.0,57.7,20.12574609,55.91240256,23.96185136,2.47668812,8
North Carolina,Bertie,0.0,0.0,30.4,17.60748449,59.37664249,23.01587302,3.1378114160000004,0
North Carolina,Bladen,0.0,0.0,40.2,20.43386562,57.73124435,21.83489003,2.229587225,4
North Carolina,Brunswick,0.4,0.0,126.8,15.26428948,53.23889896,31.49681156,2.133914468,19
North Carolina,Buncombe,1.06,2.0,362.9,18.46138408,61.53575991,20.00285601,2.462727178,166
North Carolina,Burke,0.0,0.0,179.3,18.91416432,60.84507977,20.2407559,2.3400677130000003,16
North Carolina,Cabarrus,3.1,8.0,492.1,25.65367982,61.12225682,13.22406337,1.410983146,25
North Carolina,Caldwell,0.0,0.0,176.1,20.10264662,60.02389399,19.87345939,1.840812396,12
North Carolina,Carteret,0.0,4.0,131.3,17.55940395,57.46648639,24.97410966,2.583280594,8
North Carolina,Caswell,0.0,0.0,55.8,18.8210415,59.67486122,21.50409728,2.23808265,0
North Carolina,Catawba,1.03,0.0,387.1,22.08796611,60.05092908,17.86110481,1.868239921,52
North Carolina,Chatham,3.61,0.0,93.1,20.18622076,55.39862454,24.41515471,3.009338383,4
North Carolina,Cherokee,1.78,0.0,60.3,16.80231124,53.61307825,29.58461051,2.769263291,0
North Carolina,Chowan,0.0,0.0,85.8,20.17249982,55.19281488,24.63468529,3.029439019,4
North Carolina,Clay,0.0,0.0,49.3,17.27264566,51.62941018,31.09794416,2.827901966,0
North Carolina,Cleveland,0.0,0.0,211.3,22.01444006,59.36299862,18.62256132,1.773772339,57
North Carolina,Columbus,0.0,0.0,62.0,20.92354685,58.96864612,20.10780703,2.050130267,10
North Carolina,Craven,1.39,4.0,146.0,21.60195118,59.35265081,19.04539801,2.260183458,72
North Carolina,Cumberland,1.25,8.0,489.7,24.71007733,63.36894051,11.92098216,1.264104956,48
North Carolina,Currituck,0.0,0.0,89.9,22.37736407,61.37706856,16.24556738,1.333481087,0
North Carolina,Dare,0.0,0.0,88.5,18.90085203,59.67781705,21.42133092,1.86570231,0
North Carolina,Davidson,0.43,0.0,294.7,21.94233378,59.82570492,18.2319613,1.920006722,29
North Carolina,Davie,0.42,0.0,156.1,21.01186437,57.824164,21.16397164,2.780052887,0
North Carolina,Duplin,0.0,0.0,71.7,23.72230529,57.57781704,18.69987767,2.353201033,9
North Carolina,Durham,1.46,16.0,935.7,20.78177932,66.12542188,13.0927988,1.541647855,148
North Carolina,Edgecombe,0.0,0.0,111.9,22.51898856,57.76559946,19.71541198,2.313239112,15
North Carolina,Forsyth,0.37,1.0,859.2,22.9378078,61.07243754,15.98975466,1.989981509,259
North Carolina,Franklin,-0.13,0.0,123.3,21.90053286,61.29662522,16.80284192,1.7258732980000002,0
North Carolina,Gaston,1.54,0.0,578.8,22.53035729,61.41057053,16.05907218,1.75636987,74
North Carolina,Gates,0.0,0.0,35.8,20.27996198,59.50056165,20.21947637,2.384861315,0
North Carolina,Granville,0.72,0.0,112.7,20.4142061,62.46361141,17.12218248,1.81651834,6
North Carolina,Greene,0.0,0.0,80.3,20.03141062,63.4018656,16.56672378,1.879878165,0
North Carolina,Guilford,1.05,1.7777777780000001,756.4,22.2791238,62.55251373,15.16836247,1.852830401,142
North Carolina,Halifax,0.0,0.0,75.5,21.41416538,57.86570174,20.72013287,2.441966228,16
North Carolina,Harnett,1.73,2.0,192.7,26.0047387,61.53530928,12.45995202,1.139225416,14
North Carolina,Haywood,0.0,0.0,106.6,18.24724468,57.14769812,24.6050572,2.76903713,12
North Carolina,Henderson,1.89,18.0,286.1,18.90396409,55.33627985,25.75975606,3.158940624,27
North Carolina,Hertford,0.0,0.0,69.9,18.88076419,61.34240670000001,19.77682911,2.464178537,10
North Carolina,Hoke,1.11,0.0,120.2,27.27339128,62.66890658,10.05770214,0.812577606,0
North Carolina,Iredell,0.52,4.0,277.8,23.01118054,61.12702104,15.86179841,1.472244795,36
North Carolina,Jackson,0.0,0.0,82.1,16.60627322,63.71315808,19.6805687,1.846423708,9
North Carolina,Johnston,0.92,5.0,213.4,25.486123100000004,61.19748366,13.31639324,1.135808561,24
North Carolina,Jones,0.0,0.0,21.6,18.52236173,58.87724396,22.60039431,2.583791636,0
North Carolina,Lee,5.07,0.0,227.0,23.97480961,59.56030723,16.46488316,2.1089630930000003,8
North Carolina,Lenoir,0.0,0.0,148.5,22.52036587,57.67114478,19.80848935,2.308132057,14
North Carolina,Lincoln,1.07,0.0,262.7,21.06840158,61.26178823,17.66981019,1.557836934,10
North Carolina,Macon,0.0,0.0,65.8,18.67649143,52.82414624,28.49936234,3.09479949,5
North Carolina,Madison,0.0,0.0,46.2,17.888158800000006,59.78036116,22.33148003,2.476680605,0
North Carolina,Martin,0.0,0.0,53.1,20.23289665,56.62740947,23.13969388,2.408363107,6
North Carolina,McDowell,0.0,0.0,102.1,20.13756125,59.38866548,20.47377327,2.241413409,9
North Carolina,Mecklenburg,0.88,5.666666667,1755.5,23.55907893,65.23798772,11.20293336,1.292073049,173
North Carolina,Mitchell,0.0,0.0,70.4,18.26666667,56.79333333,24.94,2.713333333,0
North Carolina,Montgomery,0.0,0.0,56.5,22.02706171,57.44930512,20.52363316,2.178137949,0
North Carolina,Moore,0.06,0.0,126.5,21.30682394,54.74959972,23.94357634,3.458584139,68
North Carolina,Nash,3.74,0.0,177.3,21.88138189,59.58347515,18.53514295,1.947540844,21
North Carolina,Northampton,0.0,0.0,41.2,17.37141695,56.75950396,25.86907908,3.354340313,0
North Carolina,Onslow,0.59,0.0,233.1,24.49224263,66.26771144,9.240045932000001,0.961134746,14
North Carolina,Orange,0.97,2.0,336.2,19.65732365,66.34594972,13.99672663,1.396317119,13
North Carolina,Pamlico,0.0,0.0,39.1,14.83030781,55.3433307,29.82636148,3.2833464880000003,0
North Carolina,Pasquotank,1.33,0.0,179.2,22.25585913,60.86682308,16.87731779,1.970281793,10
North Carolina,Pender,0.0,0.0,60.0,22.16949262,59.82915608,18.00135131,1.663395644,0
North Carolina,Perquimans,0.0,0.0,54.4,18.34301892,54.81299359,26.84398748,2.741767248,0
North Carolina,Person,0.0,0.0,100.6,20.90768725,59.53881591,19.55349685,2.088237528,6
North Carolina,Pitt,1.94,0.0,257.9,21.31407228,65.46349923,13.22242849,1.465144458,71
North Carolina,Polk,0.0,0.0,86.3,16.04483043,52.86497501,31.09019456,4.531560817,6
North Carolina,Randolph,0.0,0.0,181.1,22.50629574,59.74705443,17.74664983,1.861165949,12
North Carolina,Richmond,0.0,0.0,98.4,22.86853655,59.18417359,17.94728986,1.811214828,0
North Carolina,Robeson,6.5,0.0,141.3,24.82648239,59.95327351,15.2202441,1.4647541169999998,25
North Carolina,Rockingham,0.0,0.0,165.6,20.27456169,59.26893814,20.45650017,2.325504466,9
North Carolina,Rowan,4.62,20.0,270.7,22.23315541,60.18957681,17.57726777,2.03593323,20
North Carolina,Rutherford,0.0,0.0,120.2,20.62969503,57.79038099,21.57992398,2.322449346,18
North Carolina,Sampson,4.0,0.0,67.1,24.29981454,57.88356961,17.81661585,2.058906736,8
North Carolina,Scotland,1.33,0.0,113.4,22.64866418,59.05486929,18.29646653,2.120080437,8
North Carolina,Stanly,0.53,8.0,153.3,21.56745872,59.53121224,18.90132904,1.994361659,10
North Carolina,Stokes,0.0,0.0,105.6,18.74326435,59.99296193,21.26377373,2.397343128,0
North Carolina,Surry,0.0,0.0,138.4,21.11941958,58.38800245,20.49257797,2.471229221,10
North Carolina,Transylvania,0.0,0.0,87.4,15.61303522,53.85941838,30.5275464,3.890106678,4
North Carolina,Union,1.84,8.0,318.7,26.83037455,60.48332401,12.68630144,1.142818387,14
North Carolina,Vance,0.0,0.0,179.2,23.59921044,57.90902158,18.49176798,2.130904849,20
North Carolina,Wake,1.04,0.0,1078.8,23.94303789,64.44060954,11.61635258,1.243791798,175
North Carolina,Warren,0.0,0.0,48.9,18.41268239,56.18215782,25.40515979,3.195839855,0
North Carolina,Washington,0.0,0.0,38.0,20.04384855,55.59490682,24.36124462,2.968209798,0
North Carolina,Watauga,0.0,0.0,163.4,12.82867102,71.34685852,15.82447046,1.605147913,10
North Carolina,Wayne,23.34,12.0,221.7,23.67665195,59.88007919,16.44326886,1.793943918,16
North Carolina,Wilkes,0.0,0.0,91.9,20.48368511,57.96198783,21.55432706,2.422801464,8
North Carolina,Wilson,3.13,1.333333333,220.6,22.93413541,58.79688171,18.26898287,2.103001657,14
North Carolina,Yadkin,0.0,0.0,114.7,20.75486775,59.0922409,20.15289135,2.346642517,0
North Dakota,Barnes,0.0,0.0,7.4,20.01517739,57.20925821,22.77556441,3.879719218,0
North Dakota,Burleigh,1.04,0.0,49.8,23.22798694,60.69715449,16.07485856,2.575755985,72
North Dakota,Cass,3.96,2.0,84.9,22.50765773,65.48568721,12.00665506,1.846669164,111
North Dakota,McKenzie,0.0,0.0,2.3,31.48474178,59.36032864,9.154929577,1.144366197,0
North Dakota,McLean,0.0,0.0,4.2,21.69583901,54.74268945,23.56147154,2.714600147,0
North Dakota,Mercer,0.0,0.0,8.1,23.03132938,57.71138261,19.25728801,2.842627313,0
North Dakota,Morton,0.44,4.0,14.3,23.12912044,60.13828589999999,16.73259366,2.8300369830000003,0
North Dakota,Mountrail,0.0,0.0,4.2,26.84478372,61.47974163,11.67547465,1.321197886,0
North Dakota,Pembina,0.0,0.0,6.6,20.81474018,56.05297251,23.13228732,4.217647906,0
North Dakota,Ramsey,0.0,0.0,9.6,23.68260604,56.44107656,19.87631739,3.274976047,0
North Dakota,Richland,0.0,0.0,11.4,21.91637416,60.20075128,17.88287456,3.2329576939999995,0
North Dakota,Rolette,0.0,0.0,15.4,33.96265995,54.35284246,11.68449759,1.181735543,0
North Dakota,Stark,0.0,0.0,18.1,26.95422138,59.48317579,13.56260283,2.709939672,4
North Dakota,Stutsman,0.0,0.0,9.5,20.03155328,60.8787111,19.08973562,3.270067409,6
North Dakota,Walsh,0.0,0.0,8.7,22.69616574,56.09824693,21.20558733,3.562388675,0
North Dakota,Ward,0.0,0.0,30.6,23.56518658,63.68091639,12.75389702,2.045937648,19
North Dakota,Williams,0.0,0.0,10.8,28.67043847,61.74540311,9.584158416000001,1.499292786,0
Ohio,Adams,0.0,0.0,48.9,23.77362574,58.29606117,17.93031309,1.756600779,0
Ohio,Allen,0.0,0.0,264.2,23.05309605,59.29984512,17.64705882,2.497491794,62
Ohio,Ashland,0.8,0.0,125.6,22.51000093,58.77942134,18.71057773,2.433714764,6
Ohio,Ashtabula,6.17,6.0,144.6,22.07440534,58.85858472,19.06700994,2.335552296,19
Ohio,Athens,0.0,0.0,128.6,14.53705673,72.2887356,13.17420766,1.349174998,0
Ohio,Auglaize,0.0,0.0,114.5,24.11579775,57.48842896,18.39577329,2.63295782,6
Ohio,Belmont,1.48,2.0,132.3,18.91563588,60.23850085,20.84586327,2.924227835,15
Ohio,Brown,0.0,0.0,91.5,22.80629329,59.16242374,18.03128297,2.006788679,0
Ohio,Butler,1.8,0.0,788.2,23.46630821,61.84247002,14.69122178,1.752454378,74
Ohio,Carroll,0.62,0.0,73.1,21.02950408,57.84867619,21.12181973,2.555297072,0
Ohio,Champaign,0.0,0.0,93.5,22.13706972,59.71512618,18.1478041,1.97657016,0
Ohio,Clark,1.0,0.0,348.0,22.38065163,58.21005313,19.40929524,2.486161162,38
Ohio,Clermont,3.1,0.0,436.5,23.03544139,60.64409683,16.32046178,1.770122551,16
Ohio,Clinton,2.93,0.0,102.9,23.04015978,59.89728226,17.06255796,2.028199824,6
Ohio,Columbiana,2.22,4.666666667,202.7,20.33117421,59.16524619,20.5035796,2.594847319,20
Ohio,Coshocton,0.0,0.0,65.4,23.71072101,56.82109804,19.46818095,2.336946136,7
Ohio,Crawford,0.0,0.0,109.0,21.58363418,57.42478941,20.99157641,2.697954272,9
Ohio,Cuyahoga,1.02,5.2173913039999995,2800.0,20.73244754,61.09962801,18.16792445,2.725715255,680
Ohio,Darke,0.97,1.0,88.5,23.64242153,56.72115816,19.63642032,2.607018296,6
Ohio,Defiance,1.09,0.0,94.9,22.88222193,58.5143456,18.60343246,2.248133106,8
Ohio,Delaware,1.22,2.0,393.2,26.27498462,60.02460625,13.70040913,1.409977249,6
Ohio,Erie,9.78,4.0,306.4,20.20237218,57.89854587,21.89908195,2.858674529,18
Ohio,Fairfield,0.0,0.0,289.8,24.00919233,60.17704228,15.81376539,1.72741395,20
Ohio,Fayette,0.0,0.0,71.4,23.3482174,58.89206726,17.75971534,1.7023651709999998,6
Ohio,Franklin,2.4,4.285714286,2186.1,23.24986644,64.73830421,12.01182935,1.386705335,449
Ohio,Fulton,0.0,0.0,105.3,23.50033116,58.73308733,17.76658151,2.381966127,7
Ohio,Gallia,1.0,0.0,66.3,22.67253744,58.24410421,19.08335835,2.178191401,14
Ohio,Geauga,2.51,4.0,233.4,22.86054599,56.7642586,20.37519541,2.582127171,12
Ohio,Greene,1.33,4.0,390.5,20.63811423,62.20125599,17.16062978,2.141135153,20
Ohio,Guernsey,0.0,0.0,76.8,22.13366819,58.32607247,19.54025934,2.191071703,11
Ohio,Hamilton,1.29,3.764705882,1976.7,22.96445137,61.69901700000001,15.33653163,2.125914062,297
Ohio,Hancock,2.22,0.0,140.7,22.19807718,60.53338601,17.26853681,2.259976294,34
Ohio,Hardin,0.0,0.0,68.1,23.24650572,60.70203304,16.05146125,1.905972046,0
Ohio,Harrison,0.0,0.0,39.4,20.97667062,57.75668907,21.26664031,2.596546725,0
Ohio,Henry,0.0,0.0,67.8,23.2075611,58.12966108,18.66277782,2.595436757,5
Ohio,Highland,0.0,0.0,78.8,23.84922662,57.67569325,18.47508012,2.222583492,0
Ohio,Hocking,0.0,0.0,69.7,22.01162586,58.90787388,19.08050026,1.750924784,4
Ohio,Holmes,0.0,0.0,100.3,31.06716486,55.21963,13.71320514,1.861387041,4
Ohio,Huron,0.62,0.0,121.3,24.07698619,58.77888691,17.144126899999996,2.02208396,12
Ohio,Jackson,0.0,0.0,79.0,23.62895257,59.07238142,17.29866601,1.7755681819999998,4
Ohio,Jefferson,0.0,0.0,170.7,19.15246248,59.29721593,21.55032159,2.642662734,20
Ohio,Knox,0.0,0.0,115.9,22.71823954,59.13592813,18.14583232,2.211881796,12
Ohio,Lake,0.7,0.0,1011.2,20.04607095,59.96989337,19.98403568,2.631510451,27
Ohio,Lawrence,0.0,0.0,137.7,21.73019744,59.3725988,18.89720376,1.991113487,0
Ohio,Licking,0.9,1.333333333,243.9,23.17416609,60.38038562,16.44544829,1.740921323,38
Ohio,Logan,0.0,0.0,100.0,22.97279421,58.8936902,18.13351559,2.010670664,6
Ohio,Lorain,2.51,9.6,613.6,22.02733139,59.67343219,18.29923641,2.308529992,75
Ohio,Lucas,2.28,2.285714286,1296.2,22.92678048,60.77939237,16.29382715,2.124452488,251
Ohio,Madison,0.0,0.0,93.2,20.5277734,64.01954383,15.45268277,1.612140589,13
Ohio,Mahoning,1.61,2.193548387,580.2,20.02769528,59.00706317,20.96524155,3.203682253,67
Ohio,Marion,134.34,0.0,164.7,20.94979772,61.30777247,17.74242981,2.235809734,15
Ohio,Medina,0.86,1.714285714,409.0,22.32090027,59.82215623,17.8569435,2.000044656,12
Ohio,Meigs,0.0,0.0,55.3,21.34510517,58.78992469,19.86497014,2.289448628,0
Ohio,Mercer,0.0,0.0,88.3,25.71107693,56.50284431,17.78607876,2.636783125,5
Ohio,Miami,0.2,1.8666666669999998,252.1,22.96040368,58.42480842,18.6147879,2.0861968330000003,10
Ohio,Monroe,0.0,0.0,32.1,20.275562,56.20739666,23.51704133,2.64684554,0
Ohio,Montgomery,0.64,2.4,1159.5,22.08081062,59.96363165,17.95555773,2.501451165,196
Ohio,Morgan,0.0,0.0,36.2,20.95316352,57.68967406,21.35716242,2.485620378,0
Ohio,Morrow,0.0,0.0,85.8,22.82125769,59.93392572,17.24481659,1.916723627,3
Ohio,Muskingum,0.0,0.0,129.5,22.57753849,59.57555434,17.84690716,2.29047492,48
Ohio,Noble,0.0,0.0,36.8,18.35028563,54.12428591,27.52542845,2.981747248,0
Ohio,Ottawa,0.0,0.0,162.5,18.57293532,56.41296083,25.01410385,2.936054355,4
Ohio,Paulding,0.0,0.0,47.1,23.44882729,57.97441365,18.57675906,2.153518124,0
Ohio,Perry,0.0,0.0,88.4,23.43129909,60.07826159,16.49043932,1.576332806,0
Ohio,Pickaway,0.0,0.0,111.1,21.42684984,62.88090073,15.69224942,1.836931446,8
Ohio,Pike,0.0,0.0,65.2,23.56147789,58.59194071,17.84658139,2.269569245,0
Ohio,Portage,0.9,2.4,331.2,18.73906719,64.81553088,16.44540193,1.820447194,16
Ohio,Preble,0.0,0.0,99.7,22.37724712,58.37012464,19.25262824,1.987950338,0
Ohio,Putnam,0.0,0.0,71.5,25.47957371,57.13143872,17.38898757,2.531083481,0
Ohio,Richland,3.31,0.0,251.3,21.60463753,58.93607709,19.45928538,2.690360779,37
Ohio,Ross,0.0,0.0,113.3,21.15012154,62.14399917,16.70587929,1.672927688,12
Ohio,Sandusky,0.0,0.0,149.2,22.31160394,58.91086583,18.77753023,2.420109186,18
Ohio,Scioto,0.0,0.0,130.3,21.633864000000006,60.09907022,18.26706577,2.278085349,16
Ohio,Seneca,0.0,0.0,103.0,21.91932183,59.93623997,18.14443821,2.530476208,9
Ohio,Shelby,0.0,0.0,121.2,24.83599646,58.62792276,16.53608078,2.151068337,7
Ohio,Stark,1.63,4.727272727,652.9,21.44498808,59.09912965,19.45588227,2.640927514,128
Ohio,Summit,1.43,2.0,1312.6,20.89393598,61.16386612,17.9421979,2.4250901430000003,170
Ohio,Trumbull,1.47,5.5,340.1,20.53497259,57.85114813,21.61387928,2.883293812,42
Ohio,Tuscarawas,0.62,0.0,163.1,22.8475959,57.54317827,19.60922583,2.726306197,38
Ohio,Union,0.8,0.0,121.1,24.74453186,62.95149996,12.30396819,1.315812224,7
Ohio,Warren,1.57,32.0,530.0,24.66695094,60.84126923,14.49177984,1.617328458,57
Ohio,Washington,0.0,0.0,97.8,19.6891364,59.26024437,21.05061923,2.540104729,11
Ohio,Wayne,0.0,0.0,206.4,24.2224081,57.90440384,17.87318806,2.333422439,14
Ohio,Williams,0.0,0.0,89.4,22.78284969,58.39310944,18.82404087,2.562221498,7
Ohio,Wood,1.88,8.0,203.3,20.38470955,64.31413356,15.30115688,1.938850462,10
Ohio,Wyandot,0.0,0.0,55.6,22.59858673,57.92113061,19.48028265,2.79462047,5
Oklahoma,Adair,0.0,0.0,39.6,26.5782085,57.51743501,15.90435649,1.521601304,0
Oklahoma,Beckham,0.0,0.0,24.5,24.49214611,61.16357271,14.34428117,1.934681469,6
Oklahoma,Bryan,0.0,0.0,46.9,23.4234616,58.61374809,17.9627903,2.008815053,8
Oklahoma,Caddo,0.0,0.0,23.2,25.14062877,58.0149774,16.84439383,2.01884253,0
Oklahoma,Canadian,1.09,8.0,128.9,26.14869122,60.8569233,12.99438548,1.303592321,8
Oklahoma,Carter,0.0,0.0,57.8,25.06382714,58.11694377,16.81922909,2.1130414930000003,13
Oklahoma,Cherokee,0.0,0.0,62.7,21.89008731,61.40729327,16.70261941,1.69902414,30
Oklahoma,Choctaw,0.0,0.0,19.7,24.14098718,55.16089446,20.69811835,2.454322334,0
Oklahoma,Cleveland,0.72,0.9411764709999999,474.7,21.51887499,65.11117659,13.36994841,1.479751055,77
Oklahoma,Comanche,0.0,0.0,116.1,23.52726246,63.85710252,12.61563502,1.548720333,58
Oklahoma,Cotton,0.0,0.0,9.8,22.48961219,58.13711911,19.3732687,1.956371191,0
Oklahoma,Craig,0.0,0.0,19.7,22.04669369,58.38109884,19.57220747,2.341674822,0
Oklahoma,Creek,0.0,0.0,73.6,24.02240098,58.32774705,17.64985196,2.069716776,0
Oklahoma,Custer,3.2,0.0,27.8,24.94833999,61.21366579,13.83799421,2.06295633,4
Oklahoma,Delaware,0.0,0.0,56.2,20.01965694,54.98560831,24.99473475,2.382233871,6
Oklahoma,Garfield,0.0,0.0,57.2,25.80894062,57.80375289,16.38730649,2.393577726,30
Oklahoma,Garvin,0.0,0.0,34.4,24.77796555,57.29028082,17.93175362,2.161015426,0
Oklahoma,Grady,2.91,0.0,47.6,24.06797357,59.70549585,16.22653058,1.683138017,9
Oklahoma,Greer,0.0,0.0,9.8,20.15117677,62.05119395,17.79762927,3.023535475,0
Oklahoma,Haskell,0.0,0.0,22.1,23.50805178,56.20461004,20.28733817,2.233975371,0
Oklahoma,Jackson,-0.67,0.0,32.9,25.29159485,59.87414325,14.83426189,1.964006573,6
Oklahoma,Jefferson,0.0,0.0,8.5,24.1384942,54.51576025,21.34574555,2.400783929,0
Oklahoma,Johnston,0.0,0.0,17.0,23.499863,57.05543885,19.44469815,1.863183852,0
Oklahoma,Kay,0.21,1.333333333,50.6,25.1149204,55.54901384,19.33606576,2.678834266,6
Oklahoma,Kingfisher,0.0,0.0,16.7,27.13075367,56.91704603,15.9522003,2.099140111,0
Oklahoma,Kiowa,0.0,0.0,9.3,23.42765494,56.76480697,19.80753809,1.901706954,0
Oklahoma,Latimer,0.0,0.0,15.4,21.48372593,56.32880461,22.18746946,3.430749682,0
Oklahoma,Lincoln,0.0,0.0,36.0,23.79725086,57.87514318,18.32760596,1.973081329,0
Oklahoma,Logan,1.14,0.0,56.3,22.98323148,61.23998224,15.77678628,1.685310101,0
